Reference Number,Origin City ,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac 
BRKQ5434040,LOS ANGELES,CA,90061,USA,MILLINGTON,TN,38053,USA,9/12/2011,100,780,FALSE,
FAR3015508,CHINO,CA,91710,USA,LaGrange,GA,30240,USA,9/12/2011,125,530,FALSE,
PDN3019372,Los Angeles,CA,90039,USA,Dallas,TX,75235,USA,9/12/2011,70,500,FALSE,
POR3079238,Compton,CA,90220,USA,W Chicago,IL,60185,USA,9/12/2011,55,2136,FALSE,
KAS3010975,Los Angeles,CA,90033,USA,HOUSTON,TX,77054,USA,9/12/2011,125,1200,FALSE,
KAS3006526,Los Angeles,CA,90063,USA,Tiverton,RI,02878,USA,9/12/2011,77.5,250,FALSE,
LBC3007024,LONG BEACH,CA,90810,USA,HOLTSVILLE,NY,11742,USA,9/12/2011,60,690,FALSE,
RIC3008304,Pomona,CA,91766,USA,Antioch,TN,37013,USA,9/12/2011,150,2040,FALSE,
HAR3010140,Torrance,CA,90501,USA,Chicago,IL,60654,USA,9/12/2011,85,889,FALSE,
PSD3009515,Baldwin Park,CA,91706,USA,"Greenwood,",SC,29646,USA,9/12/2011,150,400,FALSE,
KAS3001149,Compton,CA,90220,USA,Bronx,NY,10451,USA,9/12/2011,85,470,FALSE,
HCG2906540,LOS ANGELES,CA,90023,USA,Newcastle,ME,04553,USA,9/12/2011,100,3339,FALSE,
KAS3009888,San Diego,CA,92111,USA,AUSTIN,TX,78752,USA,9/12/2011,175,486,FALSE,
KAS3008069,Garden Grove,CA,92841,USA,ATWOOD,TN,38220,USA,9/12/2011,70,245,FALSE,
SFW2906952,Newbury Park,CA,91320,USA,Lincoln,NE,68521,USA,9/12/2011,150,641,FALSE,
ULRD3009223,SANTA FE SPRINGS,CA,90670,USA,Laredo,TX,78045,USA,9/12/2011,92.5,528,FALSE,
MER3009750,Los Angeles,CA,90032,USA,AUSTIN,TX,78751,USA,9/12/2011,70,1725,FALSE,
SSI3010141,MONTEBELLO,CA,90640,USA,Kettering,OH,45429,USA,9/12/2011,125,248,FALSE,
MER3010210,Santa Fe Springs,CA,90670,USA,SEVERNA PARK,MD,21146,USA,9/12/2011,175,250,FALSE,
KAS3010333,Placentia,CA,92870,USA,Piney Flats,TN,37686,USA,9/12/2011,70,480,FALSE,
LBC3007550,Gardena,CA,90247,USA,Swainsboro,GA,30401,USA,9/12/2011,70,820,FALSE,
LBC3010988,Gardena,CA,90248,USA,KENILWORTH,NJ,07033,USA,9/12/2011,100,5088,FALSE,
HCG2892553,WHITTIER,CA,90601,USA,Newcastle,ME,04553,USA,9/12/2011,150,1288,FALSE,
JNW2906176,San Bernardino,CA,92408,USA,Minneapolis,MN,55413,USA,9/12/2011,60,1730,FALSE,
KAS3009931,Ontario,CA,91761,USA,STORM LAKE,IA,50588,USA,9/12/2011,92.5,387,FALSE,
LBC3009960,City of Industry,CA,90601,USA,FARMERS BRANCH,TX,75234,USA,9/12/2011,55,1484,FALSE,
PDN3010021,Glendale,CA,91204,USA,LARGO,FL,33774,USA,9/12/2011,100,179,FALSE,
KAS3010025,Ontario,CA,91761,USA,DUBLIN,OH,43017,USA,9/12/2011,125,1209,FALSE,
LBC3010099,Paramount,CA,90723,USA,CLANTON,AL,35045,USA,9/12/2011,60,4200,FALSE,
PDN3010142,Glendale,CA,91204,USA,FARMINGTON,MI,48334,USA,9/12/2011,100,458,FALSE,
LBC3010172,Paramount,CA,90723,USA,DELRAY BEACH,FL,33445,USA,9/12/2011,60,2150,FALSE,
LBC3010184,Paramount,CA,90723,USA,PACIFIC,MO,63069,USA,9/12/2011,60,4200,FALSE,
LBC3010304,Paramount,CA,90723,USA,ROCK ISLAND,IL,61201,USA,9/12/2011,60,6300,FALSE,
LBC3010620,City of Industry,CA,90601,USA,SAN ANTONIO,TX,78233,USA,9/12/2011,55,3802,FALSE,
LBC3010622,Vernon,CA,90058,USA,CHICAGO,IL,60632,USA,9/12/2011,60,2304,FALSE,
LBC3010778,Santa Fe Springs,CA,90670,USA,BLOOMINGTON,IL,61705,USA,9/12/2011,70,3965,FALSE,
KAS3012975,Ontario,CA,91761,USA,DALLAS,TX,75235,USA,9/12/2011,125,1072,FALSE,
KAS3007835,San Diego,CA,92154,USA,Pomptin Plains,NJ,07444,USA,9/12/2011,55,6300,FALSE,
PSD3009808,El Monte,CA,91731,USA,Shakopee,MN,55379,USA,9/12/2011,70,2263,FALSE,
SBC3010314,CORONA,CA,92882,USA,SAFETY HARBOR,FL,34695,USA,9/12/2011,150,3830,FALSE,
KAS3008105,San Diego,CA,92154,USA,Houston,TX,77024,USA,9/12/2011,55,8000,FALSE,
KAS3009331,San Diego,CA,92154,USA,Fort Myers,FL,33912,USA,9/12/2011,55,3900,FALSE,
SBC3009787,Newbury Park,CA,91320-6020,USA,WARSAW,NC,28398,USA,9/12/2011,60,447,FALSE,
LBC3010214,Inglewood,CA,90302,USA,NASHVILLE,TN,37204,USA,9/12/2011,70,2441,FALSE,
LBC3010226,Inglewood,CA,90302,USA,NORTH ATTLEBORO,MA,02760,USA,9/12/2011,70,1079,FALSE,
LBC3010244,Inglewood,CA,90302,USA,NORTH ATTLEBORO,MA,02760,USA,9/12/2011,70,1259,FALSE,
KAS3010297,Santee,CA,92071-4448,USA,Deer Park,TX,77536,USA,9/12/2011,100,652,FALSE,
SBL3010844,Tustin,CA,92780,USA,NORTHLAKE,IL,60164,USA,9/12/2011,55,1580,FALSE,
LAC3010953,Gardena,CA,90248,USA,Grand Rapids,MI,49506,USA,9/12/2011,125,145,FALSE,
SBC3011205,GOLETA,CA,93117,USA,HOUSTON,TX,77041,USA,9/12/2011,85,750,FALSE,
SBL3011065,Tustin,CA,92780,USA,BELLWOOD,IL,60104,USA,9/12/2011,55,1055,FALSE,
SSI3007973,Barstow,CA,92311,USA,Green Bay,WI,54303,USA,9/12/2011,55,335,FALSE,
KAS3008415,San Clemente,CA,92672,USA,Philadephia,PA,19134,USA,9/12/2011,92.5,158,FALSE,
KAS3010738,Walnut,CA,91789,USA,Reedsburg,WI,53959,USA,9/12/2011,92.5,1860,FALSE,
KAS3010894,Torrance,CA,90501,USA,Maumee,OH,43537,USA,9/12/2011,125,236,FALSE,
KAS3010921,Torrance,CA,90501,USA,Portland,TN,37148,USA,9/12/2011,125,616,FALSE,
KAS3010952,Torrance,CA,90501,USA,Dayville,CT,06241,USA,9/12/2011,125,1353,FALSE,
LBC3011075,Brea,CA,92821,USA,Miami,FL,33122,USA,9/12/2011,55,200,FALSE,
SFWQ5434521,LOS ANGELES,CA,90066,USA,Uxbridge,MA,01569,USA,9/12/2011,85,603,FALSE,
SFW2908085,LOS ANGELES,CA,90066,USA,JACKSONVILLE,FL,32220,USA,9/12/2011,85,234,FALSE,
SFW2908089,LOS ANGELES,CA,90066,USA,Liverpool,NY,13088,USA,9/12/2011,85,457,FALSE,
ULRD3007882,Rancho Dominguez,CA,90220,USA,Laredo,TX,78045,USA,9/12/2011,100,452,FALSE,
PSD3011149,El Monte,CA,91731,USA,LEONARDTOWN,MD,20650,USA,9/12/2011,92.5,400,FALSE,
PSD3011167,El Monte,CA,91731,USA,CHURCHVILLE,MD,21028,USA,9/12/2011,92.5,370,FALSE,
LAC3011195,SANTA FE SPRINGS,CA,90670,USA,CHARLOTTE,NC,28273,USA,9/12/2011,85,1395,FALSE,
KAS3011248,Santa Ana,CA,92705,USA,Oakland Park,FL,33334,USA,9/12/2011,70,1240,FALSE,
KAS3011279,Commerce,CA,90040,USA,Hudson,NY,12534,USA,9/12/2011,85,668,FALSE,
SFE3013619,Irvine,CA,92614,USA,FARMINGTON,MI,48331,USA,9/13/2011,150,750,FALSE,
SBC3010262,Ventura,CA,93003,USA,Ft Worth,TX,76116,USA,9/13/2011,77.5,195,FALSE,
SFW2910616,Valencia,CA,91355,USA,CHERRY POINT,NC,28533,USA,9/13/2011,85,219,FALSE,
SAC3014000,Camarillo,CA,93012,USA,Grapevine,TX,76051,USA,9/13/2011,150,713,FALSE,
BRK2911057,CITY OF INDUSTRY,CA,91789,USA,Union,NJ,07083,USA,9/13/2011,70,711,FALSE,
ULRD3014113,Anaheim,CA,92801,USA,Laredo,TX,78045,USA,9/13/2011,65,3060,FALSE,
ULRD3022292,ONTARIO,CA,91761,USA,LAREDO,TX,78045,USA,9/13/2011,77.5,112,FALSE,
KAS3011296,SUN VALLEY,CA,91352,USA,DOWNINGTOWN,PA,19335,USA,9/13/2011,85,1058.2,FALSE,
MMM3002664,SAN DIEGO,CA,92154,USA,GRAND PRAIRIE,TX,75050,USA,9/13/2011,50,126,FALSE,
ULRD3004521,CHINO,CA,91711,USA,LAREDO,TX,78045,USA,9/13/2011,125,195,FALSE,
HOU3007730,TORRANCE,CA,90501,USA,MCALLEN,TX,78503,USA,9/13/2011,77.5,8814,FALSE,
ULRD3008054,ONTARIO,CA,91761,USA,laredo,TX,78045,USA,9/13/2011,110,1962,FALSE,
AMSQ5422692,FONTANA,CA,92337-8008,USA,OLNEY,IL,62450-1309,USA,9/13/2011,150,2720,FALSE,
SPR3009728,SAN DIEGO,CA,92154,USA,Miami,FL,33155,USA,9/13/2011,60,170,FALSE,
LBC3009985,Commerce,CA,90040,USA,Ashville,NC,28806,USA,9/13/2011,100,480,FALSE,
LBC3010102,Commerce,CA,90040,USA,Raleigh,NC,27609,USA,9/13/2011,100,800,FALSE,
KAS3010348,City of Industry,CA,91745,USA,Duncanville,TX,75116,USA,9/13/2011,70,1562,FALSE,
SGA3010668,Corona,CA,92883,USA,Mesquite,TX,75150,USA,9/13/2011,55,1413,FALSE,
FAR3010870,Duarte,CA,91010,USA,VIRGINIA BEACH,VA,23462,USA,9/13/2011,85,119,FALSE,
SSI3010944,Placentia,CA,92870,USA,Hamilton,OH,45015,USA,9/13/2011,55,240,FALSE,
AZNQ5433188,CHATSWORTH,CA,91311,USA,PHILADELPHIA,PA,19144,USA,9/13/2011,70,880,FALSE,
RIC3011058,Fontana,CA,92337,USA,Dixon,IL,61021,USA,9/13/2011,85,300,FALSE,
LBC3011097,Gardena,CA,90249,USA,PIERRE,SD,57501,USA,9/13/2011,250,114,FALSE,
LBC3011111,Gardena,CA,90249,USA,MARSHALL,MN,56258,USA,9/13/2011,250,130,FALSE,
KAS3011175,Tustin,CA,92780,USA,Orlando,FL,32824,USA,9/13/2011,70,6704,FALSE,
KAS3011201,Tustin,CA,92780,USA,Lansing,IL,60438,USA,9/13/2011,70,6755,FALSE,
KAS3011233,Tustin,CA,92780,USA,Grand Prairie,TX,75050,USA,9/13/2011,70,6154,FALSE,
KAS3011241,Tustin,CA,92780,USA,Newville,PA,17241,USA,9/13/2011,70,4283,FALSE,
KAS3011245,Tustin,CA,92780,USA,Buford,GA,30518,USA,9/13/2011,70,7466,FALSE,
KAS3011255,Tustin,CA,92780,USA,Plymouth,MN,55441,USA,9/13/2011,70,1608,FALSE,
KAS3011268,Tustin,CA,92780,USA,Houston,TX,77040,USA,9/13/2011,70,2624,FALSE,
UAI3011269,Santa Fe Springs,CA,90670,USA,Grand Island,NE,68803,USA,9/13/2011,60,250,FALSE,
SGA3011293,La Habra,CA,90631,USA,Poland,NY,13431,USA,9/13/2011,92.5,940,FALSE,
KAS3011295,COMPTON,CA,90220,USA,DOVER,FL,33557,USA,9/13/2011,60,1721,FALSE,
PSD3011297,Baldwin Park,CA,91706,USA,Hutchinson,MN,55350,USA,9/13/2011,150,140,FALSE,
NSH3011710,TORRANCE,CA,90505,USA,Farmingdale,NJ,07727,USA,9/13/2011,85,420,FALSE,
ILS3011913,Mentone,CA,92359,USA,Nashville,TN,37211-1019,USA,9/13/2011,60,1151,FALSE,
ILS3011919,Mentone,CA,92359,USA,Urbandale,IA,50322,USA,9/13/2011,60,1372,FALSE,
WCR2908607,FONTANA,CA,92337,USA,Edison,NJ,08837,USA,9/13/2011,250,370,FALSE,
MG3012134,OXNARD,CA,93030,USA,LEXINGTON,NC,27295-8524,USA,9/13/2011,60,2638,FALSE,
NH2908869,Escondido,CA,92029,USA,Manchester,NH,03102,USA,9/13/2011,50,1460,FALSE,
KAS3012261,CITY OF INDUSTRY,CA,91748,USA,COLUMBUS,OH,43228,USA,9/13/2011,92.5,229,FALSE,
KAS3012286,LA MIRADA,CA,90638,USA,New Hope,MN,55428,USA,9/13/2011,125,2160,FALSE,
PSD3012351,GLENDALE,CA,91201,USA,PROVIDENCE,RI,02907,USA,9/13/2011,250,300,FALSE,
SBC3012378,Santa Ana,CA,92705,USA,CHESTERFIELD,MO,63005,USA,9/13/2011,150,633,FALSE,
KAS3012458,Rancho Cucamonga,CA,91730,USA,Saugus,MA,01906,USA,9/13/2011,85,480,FALSE,
POR3012465,Foot Hill Ranch,CA,92610,USA,Swea City,IA,50590,USA,9/13/2011,70,226,FALSE,
PSD3012481,GLENDALE,CA,91201,USA,MC ALLEN,TX,78501,USA,9/13/2011,250,223,FALSE,
LAC3012542,LOS ANGELES,CA,90058,USA,NORTH CANTON,OH,44720,USA,9/13/2011,100,2824,FALSE,
KAS3012556,San Diego,CA,92110,USA,SEABROOK,TX,77586,USA,9/13/2011,85,400,FALSE,
KAS3012559,Santa Ana,CA,92704,USA,CHAMPAIGN,IL,61822,USA,9/13/2011,55,496,FALSE,
POR3012628,FOOTHILL RANCH,CA,92610,USA,Pocahontas,IA,50574,USA,9/13/2011,70,350,FALSE,
RIC3012652,San Diego,CA,92154,USA,Orlando,FL,32810,USA,9/13/2011,100,3010,FALSE,
SBC3012671,Moorpark,CA,93021,USA,Reserve,KS,66434,USA,9/13/2011,65,700,FALSE,
ALL3012686,ONTARIO,CA,91761,USA,WHITEHALL,PA,18052,USA,9/13/2011,150,529,FALSE,
AEA2909527,San Diego,CA,92121,USA,North Mankato,MN,56003,USA,9/13/2011,150,798,FALSE,
10Y3012763,Montebello,CA,90640,USA,Richmond,VA,23235,USA,9/13/2011,55,600,FALSE,
MER3012788,San Bernardino,CA,92408,USA,CLARKSVILLE,TN,37040,USA,9/13/2011,250,120,FALSE,
10Y3012793,Montebello,CA,90640,USA,Farmville,VA,23901,USA,9/13/2011,55,250,FALSE,
10Y3012849,Montebello,CA,90640,USA,Orangeburg,SC,29115,USA,9/13/2011,55,250,FALSE,
KAS3012856,Santa Ana,CA,92704,USA,HUNT  VALLEY,MD,21031,USA,9/13/2011,55,450,FALSE,
LBC3012867,Commerce,CA,90040,USA,NEW YORK,NY,10011,USA,9/13/2011,55,450,FALSE,
KAS3012882,San Diego,CA,92110,USA,NEW BUFFALO,MI,49117,USA,9/13/2011,85,1544,FALSE,
KAS3012925,Santa Ana,CA,92704,USA,"FTMEYERS,",FL,33912,USA,9/13/2011,55,288,FALSE,
MKE3012969,RANCHO CUCAMONGA,CA,91730,USA,GIBBON,NE,68840,USA,9/13/2011,55,3062,FALSE,
MER3012997,Vista,CA,92081,USA,Coppell,TX,75019,USA,9/13/2011,150,300,FALSE,
KAS3013012,Gardena,CA,90248,USA,LANCASTER,PA,17603,USA,9/13/2011,70,742,FALSE,
SBC3013032,Carpinteria,CA,93013,USA,Pittsburgh,PA,15212,USA,9/13/2011,92.5,440,FALSE,
SBC3013044,MOORPARK,CA,93021,USA,Baltimore,MD,21201,USA,9/13/2011,125,175,FALSE,
LBC3013046,Compton,CA,90220,USA,MADISONVILLE,KY,42431,USA,9/13/2011,200,255,FALSE,
WES3013082,Gardena,CA,90248,USA,Berkley,MI,48072,USA,9/13/2011,70,1200,FALSE,
SBC3013122,Camarillo,CA,93012,USA,San Antonio,TX,78237,USA,9/13/2011,70,500,FALSE,
FLR3013172,LOS ANGELES,CA,90061,USA,Pembroke,MA,02359,USA,9/13/2011,85,436,FALSE,
MIN3013173,Ontario,CA,91761,USA,Harrison,NJ,07029,USA,9/13/2011,100,473,FALSE,
KAS3013181,Santa Ana,CA,92704,USA,HOUSTON,TX,77063,USA,9/13/2011,55,1841,FALSE,
SBC3013219,MOORPARK,CA,93021,USA,MEDLEY,FL,33178,USA,9/13/2011,150,455,FALSE,
SGA3013236,Fullerton,CA,92831,USA,San Angelo,TX,76903,USA,9/13/2011,85,400,FALSE,
SFE3013244,Compton,CA,90222,USA,EL PASO,TX,79902,USA,9/13/2011,55,235,FALSE,
UEE3013251,CITY OF INDUSTRY,CA,91748,USA,Woodside,NY,11377,USA,9/13/2011,55,1120,FALSE,
PDN3013266,Pasadena,CA,91103,USA,CALDWELL,NJ,07006,USA,9/13/2011,70,1780,FALSE,
FAR3013276,BALDWIN PARK,CA,91706,USA,CHARLOTTE,NC,28203,USA,9/13/2011,125,154,FALSE,
FAR3013299,CHINO,CA,91710,USA,GRAFTON,OH,44044,USA,9/13/2011,77.5,220,FALSE,
LBC3013303,Gardena,CA,90249,USA,PORTLAND,TN,37148,USA,9/13/2011,150,1847,FALSE,
LAC3013327,ONTARIO,CA,91761,USA,BRAINTREE,MA,02184,USA,9/13/2011,125,130,FALSE,
SFWQ5428833,Gardena,CA,90248,USA,LANCASTER,TX,75134,USA,9/13/2011,85,917,FALSE,
LBC3013355,Chino,CA,91710,USA,MONROE,NC,28110,USA,9/13/2011,70,780,FALSE,
NSH3013364,LA PUENTE,CA,91744,USA,SAYVILLE,NY,11782,USA,9/13/2011,55,102,FALSE,
SFWQ5438249,Gardena,CA,90248,USA,PHILADELPHIA,PA,19154,USA,9/13/2011,85,420,FALSE,
SPR3013407,BALDWIN PARK,CA,91706,USA,Winter Park,FL,32789,USA,9/13/2011,60,285,FALSE,
SBC3013409,Simi Valley,CA,93065,USA,Cookeville,TN,38501,USA,9/13/2011,77.5,800,FALSE,
KAS3013447,Walnut,CA,91789,USA,Freeport,NY,11520,USA,9/13/2011,60,1320,FALSE,
FAR3013478,CARSON,CA,90745,USA,BOLINGBROOK,IL,60440,USA,9/13/2011,85,1723,FALSE,
NSH3013485,City of Industry,CA,91744,USA,Anoka,MN,55303,USA,9/13/2011,100,566,FALSE,
MIN3013524,Garden Grove,CA,92841,USA,Minneapolis,MN,55427,USA,9/13/2011,150,250,FALSE,
LBC3013571,Gardena,CA,90248,USA,Gainesville,TX,76240,USA,9/13/2011,55,2250,FALSE,
DNVSR3013577,Fountain Valley,CA,92708,USA,Amherst,OH,44001,USA,9/13/2011,85,645,FALSE,
SBC3013624,Camarillo,CA,93012-8630,USA,Philadelphia,PA,19107,USA,9/13/2011,77.5,130,FALSE,
KAS3013642,CITY OF INDUSTRY,CA,91748,USA,PHILA,PA,19124,USA,9/13/2011,92.5,1278,FALSE,
KAS3013664,Cerritos,CA,90703,USA,Dayton,NJ,08810,USA,9/13/2011,55,500,FALSE,
KAS3013674,Vista,CA,92081,USA,Warrenton,VA,20187,USA,9/13/2011,65,650,FALSE,
KAS3013708,Cerritos,CA,90703,USA,Bolingbrook,IL,60440,USA,9/13/2011,55,250,FALSE,
SGA3013715,INGLEWOOD,CA,90302,USA,Manchester,CT,06042,USA,9/13/2011,85,232,FALSE,
IAW3013747,SPRING VALLEY,CA,91978,USA,Harrisburg,PA,17110-2951,USA,9/13/2011,85,354,FALSE,
KAS3013761,Santa Ana,CA,92704,USA,KNOXVILLE,TN,37923,USA,9/13/2011,55,468,FALSE,
SGA3013774,Norwalk,CA,90650,USA,Plano,TX,75093,USA,9/13/2011,92.5,220,FALSE,
ULRD3013781,Santa Fe Springs,CA,90670,USA,Laredo,TX,78041,USA,9/13/2011,77.5,534,FALSE,
HOU3013809,Anaheim,CA,92805,USA,Houston,TX,77055,USA,9/13/2011,60,220,FALSE,
MG3013819,ANAHEIM,CA,92806,USA,LEXINGTON,NC,27295-8524,USA,9/13/2011,85,727,FALSE,
LAC3013865,LONG BEACH,CA,90805,USA,JACKSONVILLE BEACH,FL,32250,USA,9/13/2011,300,100,FALSE,
KAS2910956,Chino,CA,91710,USA,Centreville,VA,20121,USA,9/13/2011,150,235,FALSE,
JNWQ5439409,Irvine,CA,92614,USA,SOUTH HACKENSACK,NJ,07606,USA,9/13/2011,60,515,FALSE,
KAS3013965,San Diego,CA,92154,USA,MIAMI,FL,33166,USA,9/13/2011,85,5600,FALSE,
SBC3013971,SIMI VALLEY,CA,93065,USA,LOUISVILLE,KY,40216,USA,9/13/2011,125,471,FALSE,
ULRD3013979,"Irvine,",CA,92614,USA,LAREDO,TX,78045,USA,9/13/2011,60,935,FALSE,
KAS3014036,City of Industry,CA,91745,USA,Little Ferry,NJ,07643,USA,9/13/2011,100,504,FALSE,
ROS2911116,City of Industry,CA,91746,USA,"Laredo,",TX,78045,USA,9/13/2011,60,1411,FALSE,
LAC3014046,LOS ANGELES,CA,90023,USA,BRODWAY,VA,22815,USA,9/13/2011,70,325,FALSE,
ILS3014049,Riverside,CA,92518,USA,Lenexa,KS,66215-1300,USA,9/13/2011,60,4015,FALSE,
MDSQ5439584,Ontario,CA,91761,USA,Moorestown,NJ,08057,USA,9/13/2011,100,687,FALSE,
KAS3014075,Industry,CA,91748,USA,GUILFORD,CT,06437,USA,9/13/2011,70,2830,FALSE,
JNWQ5439745,LOS ANGELES,CA,90023,USA,DES PLAINES,IL,60018,USA,9/13/2011,100,459,FALSE,
KAS3014090,Riverside,CA,92509,USA,Pearland,TX,77584,USA,9/13/2011,70,165,FALSE,
MCN2911185,Rancho Dominguez,CA,90221,USA,Plano,IL,60545,USA,9/13/2011,60,2145,FALSE,
ABQ3014096,Santa Clarita,CA,91350,USA,BIRMINGHAM,AL,35222,USA,9/13/2011,100,331,FALSE,
KAS3014099,Los Angeles,CA,90015,USA,ELY,MN,55731,USA,9/13/2011,150,407,FALSE,
10Y3014106,GARDEN GROVE,CA,92843,USA,DALLAS,TX,75243,USA,9/13/2011,100,600,FALSE,
KAS3014135,Chula Vista,CA,91911,USA,metuchen,NJ,08840,USA,9/13/2011,150,125,FALSE,
KAS3014147,Chula Vista,CA,91911,USA,metuchen,NJ,08840,USA,9/13/2011,150,125,FALSE,
KAS3014159,City of Industry,CA,91745,USA,Indianapolis,IN,46226,USA,9/13/2011,100,430,FALSE,
SBC3014224,Camarillo,CA,93012,USA,Merriam,KS,66203,USA,9/13/2011,100,280,FALSE,
KAS3014253,Fontana,CA,92336,USA,Williamsborg,VA,23188,USA,9/13/2011,70,1460,FALSE,
KAS3014307,FONTANA,CA,92337,USA,HATFIELD,PA,19440,USA,9/13/2011,100,600,FALSE,
MER3014382,Torrance,CA,90501,USA,New Cumberland,PA,17070-5002,USA,9/13/2011,125,375,FALSE,
ULRD3018278,Oxnard,CA,93030,USA,Laredo,TX,78045,USA,9/13/2011,100,2450,FALSE,
PDN3023095,Los Angeles,CA,90039,USA,CLERMONT,FL,34715,USA,9/13/2011,70,280,FALSE,
WCC2904539,Torrance,CA,90501,USA,Wilmington,MA,01887,USA,9/13/2011,150,2132,FALSE,
LBC3010964,Gardena,CA,90248,USA,MCDONOUGH,GA,30253,USA,9/13/2011,70,139,FALSE,
LBC3011300,Santa Fe Springs,CA,90670,USA,Paris,MO,65275,USA,9/13/2011,60,350,FALSE,
10Y3011355,El Monte,CA,91731,USA,PLAINFIELD,IN,46168,USA,9/13/2011,85,2172,FALSE,
10Y3011356,El Monte,CA,91731,USA,Carlisle,PA,17015,USA,9/13/2011,85,760,FALSE,
PSD3013259,Azusa,CA,91702,USA,Vermillion,SD,57069,USA,9/13/2011,100,1790,FALSE,
KAS3013320,Laguna Hills,CA,92653,USA,Marathon,FL,33050,USA,9/13/2011,50,380,FALSE,
MER3013418,Cerritos,CA,90703,USA,ITHACA,NY,14850,USA,9/13/2011,125,500,FALSE,
MSN3014071,Maira Loma,CA,91752,USA,Fish Creek,WI,54212,USA,9/13/2011,150,493,FALSE,
KAS3014285,San Diego,CA,92121-2449,USA,FORT MILL,SC,29708,USA,9/13/2011,85,265,FALSE,
RAV3010908,MIRA LOMA,CA,91752,USA,MOUNT CLEMENS,MI,48043,USA,9/13/2011,150,360,FALSE,
HCG2907958,City of Industry,CA,91748,USA,Manhattan,KS,66502,USA,9/13/2011,85,1348,FALSE,
MER3011294,SOUTH EL MONTE,CA,91733,USA,OMAHA,NE,68127,USA,9/13/2011,150,261,FALSE,
LBC3012837,City of Industry,CA,90601,USA,SAINT PAUL,MN,55107,USA,9/13/2011,55,1907,FALSE,
KAS3012955,SYLMAR,CA,91342,USA,NEW YORK,NY,10010,USA,9/13/2011,70,125,FALSE,
KAS3013096,Anaheim,CA,92804,USA,falls church,VA,22046,USA,9/13/2011,85,1500,FALSE,
KAS3014158,Orange,CA,92865,USA,DALLAS,TX,75220,USA,9/13/2011,55,430,FALSE,
KAS3014368,Anaheim,CA,92804,USA,SMITHTOWN,NY,11787-2612,USA,9/13/2011,125,650,FALSE,
KAS3012677,Santee,CA,92071,USA,South Brunswick,NJ,08852,USA,9/13/2011,200,606,FALSE,
KAS3014194,Ontario,CA,91761,USA,Rice Lake,WI,54868,USA,9/13/2011,65,700,FALSE,
KAS3014211,Ontario,CA,91761,USA,West Allis,WI,53227,USA,9/13/2011,65,700,FALSE,
SFE3012823,Commerce,CA,90040,USA,Brooklyn,NY,11208,USA,9/13/2011,100,2000,FALSE,
BNS2910326,BALDWIN PARK,CA,91706,USA,Salem,MA,01970,USA,9/13/2011,125,524,FALSE,
PDN3009534,Pasadena,CA,91103,USA,O FALLON,MO,63366,USA,9/13/2011,70,400,FALSE,
SSI3009687,SANTA BARBARA,CA,93103,USA,Palmetto,FL,34221,USA,9/13/2011,60,444,FALSE,
PDN3009873,Pasadena,CA,91103,USA,MONROE,MI,48162,USA,9/13/2011,65,250,FALSE,
SSI3010389,CERRITOS,CA,90703,USA,INDIANAPOLIS,IN,46227,USA,9/13/2011,150,974,FALSE,
PDN3010422,Pasadena,CA,91103,USA,BEVERLY,MA,01915,USA,9/13/2011,65,125,FALSE,
MER3012838,Santa Fe Springs,CA,90670,USA,WHITE OAK,PA,15131,USA,9/13/2011,175,275,FALSE,
LAC3013640,Gardena,CA,90248,USA,Lake Ronkonkoma,NY,11779,USA,9/13/2011,125,3684,FALSE,
HCG2910684,City of Industry,CA,91789,USA,TUSCALOOSA,AL,35404,USA,9/13/2011,70,276,FALSE,
LBC3010577,Gardena,CA,90248,USA,SAN ANOTNIO,TX,78217,USA,9/13/2011,85,1005,FALSE,
LBC3013537,Inglewood,CA,90302,USA,SARTELL,MN,56377,USA,9/13/2011,85,1638,FALSE,
KAS3013790,Escondido,CA,92029,USA,DISTRICT HEIGHTS,MD,20747,USA,9/13/2011,100,705,FALSE,
SFWQ5433899,ANAHEIM,CA,92806,USA,WILLIAMSTON,SC,29697,USA,9/13/2011,85,192,FALSE,
SFWQ5433890,ANAHEIM,CA,92806,USA,WINDSOR,CT,06095,USA,9/13/2011,85,200,FALSE,
SFWQ5433878,ANAHEIM,CA,92806,USA,PERRYSBURG,OH,43551,USA,9/13/2011,85,388,FALSE,
SFWQ5433864,ANAHEIM,CA,92806,USA,WAXAHACHIE,TX,75167,USA,9/13/2011,85,232,FALSE,
SFWQ5433857,ANAHEIM,CA,92806,USA,MT VERNON,IL,62864,USA,9/13/2011,85,428,FALSE,
SFWQ5433854,ANAHEIM,CA,92806,USA,BETHLEHEM,PA,18017,USA,9/13/2011,85,220,FALSE,
SFWQ5433845,ANAHEIM,CA,92806,USA,ORLANDO,FL,32809,USA,9/13/2011,85,328,FALSE,
SFWQ5433828,ANAHEIM,CA,92806,USA,WINDSOR,WI,53598,USA,9/13/2011,85,200,FALSE,
SFWQ5433818,ANAHEIM,CA,92806,USA,JUPITER,FL,33478,USA,9/13/2011,85,488,FALSE,
KAS3011363,Commerce,CA,90040,USA,Woodstock,GA,30188,USA,9/13/2011,85,322,FALSE,
